vp,bl,tr,prime_type,resp,respac,rt,TrialNr
6,45,6,1,1,1,247,952
6,45,14,1,2,1,289,960
6,45,15,2,2,0,247,961
6,45,18,2,1,0,244,964
6,46,10,1,1,1,257,978
6,46,11,1,2,1,264,979
6,46,15,2,2,1,444,983
6,46,16,2,2,0,339,984
6,47,4,2,1,0,275,994
6,47,5,1,1,1,254,995
6,47,20,2,2,0,313,1010
6,47,21,1,2,1,340,1011
6,48,2,1,2,1,278,1014
6,48,5,2,2,1,454,1017
6,48,9,1,1,1,283,1021
6,48,22,2,2,0,246,1034
6,49,11,1,2,1,299,1045
6,49,15,1,1,1,396,1049
6,49,17,2,2,1,671,1051
6,49,20,2,2,0,271,1054
6,50,1,0,2,1,526,1057
6,50,2,0,1,1,483,1058
6,50,3,0,2,0,432,1059
6,50,4,0,2,1,536,1060
6,50,5,0,2,1,512,1061
6,50,6,0,1,1,452,1062
6,50,7,0,1,1,371,1063
6,50,8,0,2,1,408,1064
6,50,9,0,2,1,398,1065
6,50,10,0,2,1,363,1066
6,50,11,0,2,0,272,1067
6,50,12,0,1,1,379,1068
6,50,13,0,2,1,494,1069
6,50,14,0,1,1,406,1070
6,50,15,0,2,1,396,1071
6,50,16,0,2,0,288,1072
6,50,17,0,1,1,596,1073
6,50,18,0,2,1,385,1074
6,50,19,0,2,1,478,1075
6,50,20,0,2,1,452,1076
6,50,21,0,1,1,425,1077
6,50,22,0,1,1,446,1078
6,51,6,2,1,0,224,1084
6,51,16,1,2,1,321,1094
6,51,19,1,1,1,345,1097
6,51,20,2,1,1,586,1098
6,52,9,2,1,1,544,1109
6,52,10,1,1,1,309,1110
6,52,15,2,1,0,309,1115
6,52,21,1,2,1,285,1121
6,53,4,2,1,1,508,1126
6,53,5,1,2,1,314,1127
6,53,16,2,1,0,246,1138
6,53,19,1,1,1,235,1141
6,54,3,2,1,0,214,1147
6,54,5,2,2,0,276,1149
6,54,18,1,1,1,272,1162
6,54,19,1,2,1,309,1163
6,55,6,1,2,1,317,1172
6,55,11,2,1,0,266,1177
6,55,12,1,1,1,323,1178
6,56,2,2,1,1,528,1190
6,56,10,1,1,1,298,1198
6,56,19,1,2,1,314,1207
6,56,21,2,2,1,556,1209
6,57,1,0,2,1,643,1211
6,57,2,0,1,1,416,1212
6,57,3,0,1,1,413,1213
6,57,4,0,2,1,355,1214
6,57,5,0,2,1,543,1215
6,57,6,0,1,1,389,1216
6,57,7,0,2,1,402,1217
6,57,8,0,1,1,351,1218
6,57,9,0,1,1,413,1219
6,57,10,0,2,1,418,1220
6,57,11,0,2,1,432,1221
6,57,12,0,1,1,429,1222
6,57,13,0,2,1,322,1223
6,57,14,0,2,1,434,1224
6,57,15,0,2,1,509,1225
6,57,16,0,1,1,399,1226
6,57,17,0,1,1,388,1227
6,57,18,0,1,1,373,1228
6,57,19,0,1,1,378,1229
6,57,20,0,2,1,440,1230
6,57,21,0,1,1,514,1231
6,57,22,0,2,1,513,1232
6,58,1,2,1,1,603,1233
6,58,10,1,2,1,339,1242
6,58,12,2,2,1,493,1244
6,58,20,1,1,1,315,1252
6,59,3,1,2,1,304,1257
6,59,5,2,1,0,300,1259
6,59,9,2,2,0,230,1263
6,59,21,1,2,0,523,1275
6,60,12,2,2,0,289,1288
6,60,13,2,2,1,628,1289
6,60,15,1,1,1,326,1291
6,60,22,1,2,1,353,1298
6,61,1,2,2,1,605,1299
6,61,9,1,1,1,226,1307
6,61,11,1,2,1,378,1309
6,61,12,2,1,1,512,1310
6,62,11,2,2,1,488,1331
6,62,13,1,1,1,291,1333
6,62,17,2,1,1,488,1337
6,62,21,1,2,1,291,1341
6,63,6,1,2,1,224,1348
6,63,16,2,2,1,618,1358
6,63,21,2,2,0,291,1363
6,63,22,1,1,1,581,1364
6,64,1,0,1,1,534,1365
6,64,2,0,1,1,564,1366
6,64,3,0,1,1,481,1367
6,64,4,0,2,1,382,1368
6,64,5,0,1,1,516,1369
6,64,6,0,1,1,448,1370
6,64,7,0,1,1,430,1371
6,64,8,0,2,1,427,1372
6,64,9,0,2,1,328,1373
6,64,10,0,2,1,493,1374
6,64,11,0,1,1,451,1375
6,64,12,0,1,1,398,1376
6,64,13,0,1,0,341,1377
6,64,14,0,1,1,411,1378
6,64,15,0,2,1,398,1379
6,64,16,0,2,1,347,1380
6,64,17,0,2,1,342,1381
6,64,18,0,2,1,318,1382
6,64,19,0,1,1,459,1383
6,64,20,0,2,1,424,1384
6,64,21,0,2,1,390,1385
6,64,22,0,1,1,506,1386
6,65,9,1,2,1,346,1395
6,65,17,1,1,1,269,1403
6,65,18,2,1,0,206,1404
6,65,19,2,2,0,276,1405
6,66,2,1,1,1,305,1410
6,66,11,2,1,0,234,1419
6,66,12,2,2,0,661,1420
6,66,18,1,2,1,572,1426
6,67,2,1,2,1,326,1432
6,67,5,2,2,0,285,1435
6,67,7,1,1,1,358,1437
6,67,20,2,1,0,251,1450
6,68,1,1,2,1,426,1453
6,68,3,2,1,0,284,1455
6,68,5,1,1,1,364,1457
6,68,13,2,2,0,253,1465
6,69,4,2,1,1,537,1478
6,69,6,1,1,1,275,1480
6,69,8,2,2,1,475,1482
6,69,21,1,2,1,328,1495
6,70,1,1,2,1,447,1497
6,70,3,1,1,1,373,1499
6,70,4,2,1,0,250,1500
6,70,11,2,2,0,258,1507
6,71,1,0,1,1,460,1519
6,71,2,0,1,1,521,1520
6,71,3,0,2,1,438,1521
6,71,4,0,2,1,411,1522
6,71,5,0,2,1,401,1523
6,71,6,0,1,1,510,1524
6,71,7,0,1,1,404,1525
6,71,8,0,1,1,326,1526
6,71,9,0,1,0,294,1527
6,71,10,0,1,1,449,1528
6,71,11,0,2,1,399,1529
6,71,12,0,1,1,436,1530
6,71,13,0,1,1,453,1531
6,71,14,0,2,1,453,1532
6,71,15,0,2,1,452,1533
6,71,16,0,2,1,416,1534
6,71,17,0,1,1,446,1535
6,71,18,0,2,1,411,1536
6,71,19,0,2,1,377,1537
6,71,20,0,1,1,435,1538
6,71,21,0,1,1,419,1539
6,71,22,0,2,1,432,1540
