pid,bl,tr,trial,condition,period,event
6,39,22,836,congruent,7,0
6,39,22,836,congruent,8,0
6,39,22,836,congruent,9,0
6,39,22,836,congruent,10,1
6,40,6,842,congruent,1,0
6,40,6,842,congruent,2,0
6,40,6,842,congruent,3,0
6,40,6,842,congruent,4,0
6,40,6,842,congruent,5,0
6,40,6,842,congruent,6,0
6,40,6,842,congruent,7,0
6,40,6,842,congruent,8,1
6,40,7,843,congruent,1,0
6,40,7,843,congruent,2,0
6,40,7,843,congruent,3,0
6,40,7,843,congruent,4,0
6,40,7,843,congruent,5,0
6,40,7,843,congruent,6,1
6,40,10,846,incongruent,1,0
6,40,10,846,incongruent,2,0
6,40,10,846,incongruent,3,0
6,40,10,846,incongruent,4,0
6,40,10,846,incongruent,5,0
6,40,10,846,incongruent,6,0
6,40,10,846,incongruent,7,0
6,40,10,846,incongruent,8,0
6,40,10,846,incongruent,9,0
6,40,10,846,incongruent,10,0
6,40,10,846,incongruent,11,0
6,40,10,846,incongruent,12,1
6,40,15,851,incongruent,1,0
6,40,15,851,incongruent,2,0
6,40,15,851,incongruent,3,0
6,40,15,851,incongruent,4,0
6,40,15,851,incongruent,5,0
6,40,15,851,incongruent,6,0
6,40,15,851,incongruent,7,0
6,40,15,851,incongruent,8,0
6,40,15,851,incongruent,9,0
6,40,15,851,incongruent,10,0
6,40,15,851,incongruent,11,0
6,40,15,851,incongruent,12,0
6,40,15,851,incongruent,13,1
6,41,11,869,congruent,1,0
6,41,11,869,congruent,2,0
6,41,11,869,congruent,3,0
6,41,11,869,congruent,4,0
6,41,11,869,congruent,5,0
6,41,11,869,congruent,6,0
6,41,11,869,congruent,7,0
6,41,11,869,congruent,8,0
6,41,11,869,congruent,9,0
6,41,11,869,congruent,10,1
6,41,14,872,incongruent,1,0
6,41,14,872,incongruent,2,0
6,41,14,872,incongruent,3,0
6,41,14,872,incongruent,4,0
6,41,14,872,incongruent,5,0
6,41,14,872,incongruent,6,0
6,41,14,872,incongruent,7,0
6,41,14,872,incongruent,8,0
6,41,14,872,incongruent,9,0
6,41,14,872,incongruent,10,0
6,41,14,872,incongruent,11,0
6,41,14,872,incongruent,12,0
6,41,14,872,incongruent,13,0
6,41,14,872,incongruent,14,1
6,41,15,873,congruent,1,0
6,41,15,873,congruent,2,0
6,41,15,873,congruent,3,0
6,41,15,873,congruent,4,0
6,41,15,873,congruent,5,0
6,41,15,873,congruent,6,0
6,41,15,873,congruent,7,0
6,41,15,873,congruent,8,0
6,41,15,873,congruent,9,0
6,41,15,873,congruent,10,1
6,41,18,876,incongruent,1,0
6,41,18,876,incongruent,2,0
6,41,18,876,incongruent,3,0
6,41,18,876,incongruent,4,0
6,41,18,876,incongruent,5,0
6,41,18,876,incongruent,6,0
6,41,18,876,incongruent,7,0
6,41,18,876,incongruent,8,0
6,41,18,876,incongruent,9,0
6,41,18,876,incongruent,10,0
6,41,18,876,incongruent,11,0
6,41,18,876,incongruent,12,0
6,41,18,876,incongruent,13,0
6,41,18,876,incongruent,14,1
6,42,2,882,incongruent,1,0
6,42,2,882,incongruent,2,0
6,42,2,882,incongruent,3,0
6,42,2,882,incongruent,4,0
6,42,2,882,incongruent,5,0
6,42,2,882,incongruent,6,1
6,42,9,889,congruent,1,0
6,42,9,889,congruent,2,0
6,42,9,889,congruent,3,0
6,42,9,889,congruent,4,0
6,42,9,889,congruent,5,0
6,42,9,889,congruent,6,0
6,42,9,889,congruent,7,0
6,42,9,889,congruent,8,0
6,42,9,889,congruent,9,1
6,42,12,892,incongruent,1,0
6,42,12,892,incongruent,2,0
6,42,12,892,incongruent,3,0
6,42,12,892,incongruent,4,0
6,42,12,892,incongruent,5,0
6,42,12,892,incongruent,6,0
6,42,12,892,incongruent,7,0
6,42,12,892,incongruent,8,0
6,42,12,892,incongruent,9,1
6,42,13,893,congruent,1,0
6,42,13,893,congruent,2,0
6,42,13,893,congruent,3,0
6,42,13,893,congruent,4,0
6,42,13,893,congruent,5,0
6,42,13,893,congruent,6,0
6,42,13,893,congruent,7,0
6,42,13,893,congruent,8,0
6,42,13,893,congruent,9,0
6,42,13,893,congruent,10,0
6,42,13,893,congruent,11,0
6,42,13,893,congruent,12,1
6,43,1,903,blank,1,0
6,43,1,903,blank,2,0
6,43,1,903,blank,3,0
6,43,1,903,blank,4,0
6,43,1,903,blank,5,0
6,43,1,903,blank,6,0
6,43,1,903,blank,7,0
6,43,1,903,blank,8,0
6,43,1,903,blank,9,0
6,43,1,903,blank,10,0
6,43,1,903,blank,11,0
6,43,1,903,blank,12,0
6,43,1,903,blank,13,1
6,43,2,904,blank,1,0
6,43,2,904,blank,2,0
6,43,2,904,blank,3,0
6,43,2,904,blank,4,0
6,43,2,904,blank,5,0
6,43,2,904,blank,6,0
6,43,2,904,blank,7,0
6,43,2,904,blank,8,0
6,43,2,904,blank,9,0
6,43,2,904,blank,10,1
6,43,3,905,blank,1,0
6,43,3,905,blank,2,0
6,43,3,905,blank,3,0
6,43,3,905,blank,4,0
6,43,3,905,blank,5,0
6,43,3,905,blank,6,0
6,43,3,905,blank,7,0
6,43,3,905,blank,8,0
6,43,3,905,blank,9,0
6,43,3,905,blank,10,0
6,43,3,905,blank,11,0
6,43,3,905,blank,12,1
6,43,4,906,blank,1,0
6,43,4,906,blank,2,0
6,43,4,906,blank,3,0
6,43,4,906,blank,4,0
6,43,4,906,blank,5,0
6,43,4,906,blank,6,0
6,43,4,906,blank,7,0
6,43,4,906,blank,8,0
6,43,4,906,blank,9,0
6,43,4,906,blank,10,0
6,43,4,906,blank,11,1
6,43,5,907,blank,1,0
6,43,5,907,blank,2,0
6,43,5,907,blank,3,0
6,43,5,907,blank,4,0
6,43,5,907,blank,5,0
6,43,5,907,blank,6,0
6,43,5,907,blank,7,0
6,43,5,907,blank,8,0
6,43,5,907,blank,9,0
6,43,5,907,blank,10,1
6,43,6,908,blank,1,0
6,43,6,908,blank,2,0
6,43,6,908,blank,3,0
6,43,6,908,blank,4,0
6,43,6,908,blank,5,0
6,43,6,908,blank,6,0
6,43,6,908,blank,7,0
6,43,6,908,blank,8,0
6,43,6,908,blank,9,1
6,43,7,909,blank,1,0
6,43,7,909,blank,2,0
6,43,7,909,blank,3,0
6,43,7,909,blank,4,0
6,43,7,909,blank,5,0
6,43,7,909,blank,6,0
6,43,7,909,blank,7,0
6,43,7,909,blank,8,1
6,43,8,910,blank,1,0
6,43,8,910,blank,2,0
6,43,8,910,blank,3,0
6,43,8,910,blank,4,0
6,43,8,910,blank,5,0
6,43,8,910,blank,6,0
6,43,8,910,blank,7,0
6,43,8,910,blank,8,1
6,43,9,911,blank,1,0
6,43,9,911,blank,2,0
6,43,9,911,blank,3,0
6,43,9,911,blank,4,0
6,43,9,911,blank,5,0
6,43,9,911,blank,6,0
6,43,9,911,blank,7,0
6,43,9,911,blank,8,0
6,43,9,911,blank,9,1
6,43,10,912,blank,1,0
6,43,10,912,blank,2,0
6,43,10,912,blank,3,0
6,43,10,912,blank,4,0
6,43,10,912,blank,5,0
6,43,10,912,blank,6,0
6,43,10,912,blank,7,0
6,43,10,912,blank,8,0
6,43,10,912,blank,9,1
6,43,11,913,blank,1,0
6,43,11,913,blank,2,0
6,43,11,913,blank,3,0
6,43,11,913,blank,4,0
6,43,11,913,blank,5,0
6,43,11,913,blank,6,0
6,43,11,913,blank,7,0
6,43,11,913,blank,8,0
6,43,11,913,blank,9,0
6,43,11,913,blank,10,1
6,43,12,914,blank,1,0
6,43,12,914,blank,2,0
6,43,12,914,blank,3,0
6,43,12,914,blank,4,0
6,43,12,914,blank,5,0
6,43,12,914,blank,6,0
6,43,12,914,blank,7,0
6,43,12,914,blank,8,0
6,43,12,914,blank,9,1
6,43,13,915,blank,1,0
6,43,13,915,blank,2,0
6,43,13,915,blank,3,0
6,43,13,915,blank,4,0
6,43,13,915,blank,5,0
6,43,13,915,blank,6,0
6,43,13,915,blank,7,0
6,43,13,915,blank,8,0
6,43,13,915,blank,9,0
6,43,13,915,blank,10,1
6,43,14,916,blank,1,0
6,43,14,916,blank,2,0
6,43,14,916,blank,3,0
6,43,14,916,blank,4,0
6,43,14,916,blank,5,0
6,43,14,916,blank,6,0
6,43,14,916,blank,7,0
6,43,14,916,blank,8,0
6,43,14,916,blank,9,0
6,43,14,916,blank,10,1
6,43,15,917,blank,1,0
6,43,15,917,blank,2,0
6,43,15,917,blank,3,0
6,43,15,917,blank,4,0
6,43,15,917,blank,5,0
6,43,15,917,blank,6,0
6,43,15,917,blank,7,0
6,43,15,917,blank,8,0
6,43,15,917,blank,9,1
6,43,16,918,blank,1,0
6,43,16,918,blank,2,0
6,43,16,918,blank,3,0
6,43,16,918,blank,4,0
6,43,16,918,blank,5,0
6,43,16,918,blank,6,0
6,43,16,918,blank,7,1
6,43,17,919,blank,1,0
6,43,17,919,blank,2,0
6,43,17,919,blank,3,0
6,43,17,919,blank,4,0
6,43,17,919,blank,5,0
6,43,17,919,blank,6,0
6,43,17,919,blank,7,0
6,43,17,919,blank,8,0
6,43,17,919,blank,9,0
6,43,17,919,blank,10,0
6,43,17,919,blank,11,1
6,43,18,920,blank,1,0
6,43,18,920,blank,2,0
6,43,18,920,blank,3,0
6,43,18,920,blank,4,0
6,43,18,920,blank,5,0
6,43,18,920,blank,6,0
6,43,18,920,blank,7,0
6,43,18,920,blank,8,0
6,43,18,920,blank,9,0
6,43,18,920,blank,10,0
6,43,18,920,blank,11,0
6,43,18,920,blank,12,1
6,43,19,921,blank,1,0
6,43,19,921,blank,2,0
6,43,19,921,blank,3,0
6,43,19,921,blank,4,0
6,43,19,921,blank,5,0
6,43,19,921,blank,6,0
6,43,19,921,blank,7,0
6,43,19,921,blank,8,0
6,43,19,921,blank,9,0
6,43,19,921,blank,10,0
6,43,19,921,blank,11,1
6,43,20,922,blank,1,0
6,43,20,922,blank,2,0
6,43,20,922,blank,3,0
6,43,20,922,blank,4,0
6,43,20,922,blank,5,0
6,43,20,922,blank,6,0
6,43,20,922,blank,7,0
6,43,20,922,blank,8,0
6,43,20,922,blank,9,0
6,43,20,922,blank,10,0
6,43,20,922,blank,11,0
6,43,20,922,blank,12,1
6,43,21,923,blank,1,0
6,43,21,923,blank,2,0
6,43,21,923,blank,3,0
6,43,21,923,blank,4,0
6,43,21,923,blank,5,0
6,43,21,923,blank,6,0
6,43,21,923,blank,7,0
6,43,21,923,blank,8,0
6,43,21,923,blank,9,0
6,43,21,923,blank,10,0
6,43,21,923,blank,11,0
6,43,21,923,blank,12,1
6,43,22,924,blank,1,0
6,43,22,924,blank,2,0
6,43,22,924,blank,3,0
6,43,22,924,blank,4,0
6,43,22,924,blank,5,0
6,43,22,924,blank,6,0
6,43,22,924,blank,7,0
6,43,22,924,blank,8,0
6,43,22,924,blank,9,0
6,43,22,924,blank,10,0
6,43,22,924,blank,11,1
6,44,9,933,incongruent,1,0
6,44,9,933,incongruent,2,0
6,44,9,933,incongruent,3,0
6,44,9,933,incongruent,4,0
6,44,9,933,incongruent,5,0
6,44,9,933,incongruent,6,0
6,44,9,933,incongruent,7,0
6,44,9,933,incongruent,8,0
6,44,9,933,incongruent,9,0
6,44,9,933,incongruent,10,0
6,44,9,933,incongruent,11,0
6,44,9,933,incongruent,12,0
6,44,9,933,incongruent,13,1
6,44,14,938,congruent,1,0
6,44,14,938,congruent,2,0
6,44,14,938,congruent,3,0
6,44,14,938,congruent,4,0
6,44,14,938,congruent,5,0
6,44,14,938,congruent,6,0
6,44,14,938,congruent,7,0
6,44,14,938,congruent,8,0
6,44,14,938,congruent,9,1
6,44,15,939,incongruent,1,0
6,44,15,939,incongruent,2,0
6,44,15,939,incongruent,3,0
6,44,15,939,incongruent,4,0
6,44,15,939,incongruent,5,0
6,44,15,939,incongruent,6,0
6,44,15,939,incongruent,7,0
6,44,15,939,incongruent,8,0
6,44,15,939,incongruent,9,0
6,44,15,939,incongruent,10,0
6,44,15,939,incongruent,11,0
6,44,15,939,incongruent,12,0
6,44,15,939,incongruent,13,0
6,44,15,939,incongruent,14,0
6,44,15,939,incongruent,15,0
6,44,19,943,congruent,1,0
6,44,19,943,congruent,2,0
6,44,19,943,congruent,3,0
6,44,19,943,congruent,4,0
6,44,19,943,congruent,5,0
6,44,19,943,congruent,6,0
6,44,19,943,congruent,7,1
6,45,6,952,congruent,1,0
6,45,6,952,congruent,2,0
6,45,6,952,congruent,3,0
6,45,6,952,congruent,4,0
6,45,6,952,congruent,5,0
6,45,6,952,congruent,6,0
6,45,6,952,congruent,7,1
6,45,14,960,congruent,1,0
6,45,14,960,congruent,2,0
6,45,14,960,congruent,3,0
6,45,14,960,congruent,4,0
6,45,14,960,congruent,5,0
6,45,14,960,congruent,6,0
6,45,14,960,congruent,7,0
6,45,14,960,congruent,8,1
6,45,15,961,incongruent,1,0
6,45,15,961,incongruent,2,0
6,45,15,961,incongruent,3,0
6,45,15,961,incongruent,4,0
6,45,15,961,incongruent,5,0
6,45,15,961,incongruent,6,0
6,45,15,961,incongruent,7,1
6,45,18,964,incongruent,1,0
6,45,18,964,incongruent,2,0
6,45,18,964,incongruent,3,0
6,45,18,964,incongruent,4,0
6,45,18,964,incongruent,5,0
6,45,18,964,incongruent,6,0
6,45,18,964,incongruent,7,1
6,46,10,978,congruent,1,0
6,46,10,978,congruent,2,0
6,46,10,978,congruent,3,0
6,46,10,978,congruent,4,0
6,46,10,978,congruent,5,0
6,46,10,978,congruent,6,0
6,46,10,978,congruent,7,1
6,46,11,979,congruent,1,0
6,46,11,979,congruent,2,0
6,46,11,979,congruent,3,0
6,46,11,979,congruent,4,0
6,46,11,979,congruent,5,0
6,46,11,979,congruent,6,0
6,46,11,979,congruent,7,1
6,46,15,983,incongruent,1,0
6,46,15,983,incongruent,2,0
6,46,15,983,incongruent,3,0
6,46,15,983,incongruent,4,0
6,46,15,983,incongruent,5,0
6,46,15,983,incongruent,6,0
6,46,15,983,incongruent,7,0
6,46,15,983,incongruent,8,0
6,46,15,983,incongruent,9,0
6,46,15,983,incongruent,10,0
6,46,15,983,incongruent,11,0
6,46,15,983,incongruent,12,1
6,46,16,984,incongruent,1,0
6,46,16,984,incongruent,2,0
6,46,16,984,incongruent,3,0
6,46,16,984,incongruent,4,0
6,46,16,984,incongruent,5,0
6,46,16,984,incongruent,6,0
6,46,16,984,incongruent,7,0
6,46,16,984,incongruent,8,0
6,46,16,984,incongruent,9,1
6,47,4,994,incongruent,1,0
6,47,4,994,incongruent,2,0
6,47,4,994,incongruent,3,0
6,47,4,994,incongruent,4,0
6,47,4,994,incongruent,5,0
6,47,4,994,incongruent,6,0
6,47,4,994,incongruent,7,1
6,47,5,995,congruent,1,0
6,47,5,995,congruent,2,0
6,47,5,995,congruent,3,0
6,47,5,995,congruent,4,0
6,47,5,995,congruent,5,0
6,47,5,995,congruent,6,0
6,47,5,995,congruent,7,1
6,47,20,1010,incongruent,1,0
6,47,20,1010,incongruent,2,0
6,47,20,1010,incongruent,3,0
6,47,20,1010,incongruent,4,0
6,47,20,1010,incongruent,5,0
6,47,20,1010,incongruent,6,0
6,47,20,1010,incongruent,7,0
6,47,20,1010,incongruent,8,1
6,47,21,1011,congruent,1,0
6,47,21,1011,congruent,2,0
6,47,21,1011,congruent,3,0
6,47,21,1011,congruent,4,0
6,47,21,1011,congruent,5,0
6,47,21,1011,congruent,6,0
6,47,21,1011,congruent,7,0
6,47,21,1011,congruent,8,0
6,47,21,1011,congruent,9,1
6,48,2,1014,congruent,1,0
6,48,2,1014,congruent,2,0
6,48,2,1014,congruent,3,0
6,48,2,1014,congruent,4,0
6,48,2,1014,congruent,5,0
6,48,2,1014,congruent,6,0
6,48,2,1014,congruent,7,1
6,48,5,1017,incongruent,1,0
6,48,5,1017,incongruent,2,0
6,48,5,1017,incongruent,3,0
6,48,5,1017,incongruent,4,0
6,48,5,1017,incongruent,5,0
6,48,5,1017,incongruent,6,0
6,48,5,1017,incongruent,7,0
6,48,5,1017,incongruent,8,0
6,48,5,1017,incongruent,9,0
6,48,5,1017,incongruent,10,0
6,48,5,1017,incongruent,11,0
6,48,5,1017,incongruent,12,1
6,48,9,1021,congruent,1,0
6,48,9,1021,congruent,2,0
6,48,9,1021,congruent,3,0
6,48,9,1021,congruent,4,0
6,48,9,1021,congruent,5,0
6,48,9,1021,congruent,6,0
6,48,9,1021,congruent,7,0
6,48,9,1021,congruent,8,1
6,48,22,1034,incongruent,1,0
6,48,22,1034,incongruent,2,0
6,48,22,1034,incongruent,3,0
6,48,22,1034,incongruent,4,0
6,48,22,1034,incongruent,5,0
6,48,22,1034,incongruent,6,0
6,48,22,1034,incongruent,7,1
6,49,11,1045,congruent,1,0
6,49,11,1045,congruent,2,0
6,49,11,1045,congruent,3,0
6,49,11,1045,congruent,4,0
6,49,11,1045,congruent,5,0
6,49,11,1045,congruent,6,0
6,49,11,1045,congruent,7,0
6,49,11,1045,congruent,8,1
6,49,15,1049,congruent,1,0
6,49,15,1049,congruent,2,0
6,49,15,1049,congruent,3,0
6,49,15,1049,congruent,4,0
6,49,15,1049,congruent,5,0
6,49,15,1049,congruent,6,0
6,49,15,1049,congruent,7,0
6,49,15,1049,congruent,8,0
6,49,15,1049,congruent,9,0
6,49,15,1049,congruent,10,1
6,49,17,1051,incongruent,1,0
6,49,17,1051,incongruent,2,0
6,49,17,1051,incongruent,3,0
6,49,17,1051,incongruent,4,0
6,49,17,1051,incongruent,5,0
6,49,17,1051,incongruent,6,0
6,49,17,1051,incongruent,7,0
6,49,17,1051,incongruent,8,0
6,49,17,1051,incongruent,9,0
6,49,17,1051,incongruent,10,0
6,49,17,1051,incongruent,11,0
6,49,17,1051,incongruent,12,0
6,49,17,1051,incongruent,13,0
6,49,17,1051,incongruent,14,0
6,49,17,1051,incongruent,15,0
6,49,20,1054,incongruent,1,0
6,49,20,1054,incongruent,2,0
6,49,20,1054,incongruent,3,0
6,49,20,1054,incongruent,4,0
6,49,20,1054,incongruent,5,0
6,49,20,1054,incongruent,6,0
6,49,20,1054,incongruent,7,1
6,50,1,1057,blank,1,0
6,50,1,1057,blank,2,0
6,50,1,1057,blank,3,0
6,50,1,1057,blank,4,0
6,50,1,1057,blank,5,0
6,50,1,1057,blank,6,0
6,50,1,1057,blank,7,0
6,50,1,1057,blank,8,0
6,50,1,1057,blank,9,0
6,50,1,1057,blank,10,0
6,50,1,1057,blank,11,0
6,50,1,1057,blank,12,0
6,50,1,1057,blank,13,0
6,50,1,1057,blank,14,1
6,50,2,1058,blank,1,0
6,50,2,1058,blank,2,0
6,50,2,1058,blank,3,0
6,50,2,1058,blank,4,0
6,50,2,1058,blank,5,0
6,50,2,1058,blank,6,0
6,50,2,1058,blank,7,0
6,50,2,1058,blank,8,0
6,50,2,1058,blank,9,0
6,50,2,1058,blank,10,0
6,50,2,1058,blank,11,0
6,50,2,1058,blank,12,0
6,50,2,1058,blank,13,1
6,50,3,1059,blank,1,0
6,50,3,1059,blank,2,0
6,50,3,1059,blank,3,0
6,50,3,1059,blank,4,0
6,50,3,1059,blank,5,0
6,50,3,1059,blank,6,0
6,50,3,1059,blank,7,0
6,50,3,1059,blank,8,0
6,50,3,1059,blank,9,0
6,50,3,1059,blank,10,0
6,50,3,1059,blank,11,1
6,50,4,1060,blank,1,0
6,50,4,1060,blank,2,0
6,50,4,1060,blank,3,0
6,50,4,1060,blank,4,0
6,50,4,1060,blank,5,0
6,50,4,1060,blank,6,0
6,50,4,1060,blank,7,0
6,50,4,1060,blank,8,0
6,50,4,1060,blank,9,0
6,50,4,1060,blank,10,0
6,50,4,1060,blank,11,0
6,50,4,1060,blank,12,0
6,50,4,1060,blank,13,0
6,50,4,1060,blank,14,1
6,50,5,1061,blank,1,0
6,50,5,1061,blank,2,0
6,50,5,1061,blank,3,0
6,50,5,1061,blank,4,0
6,50,5,1061,blank,5,0
6,50,5,1061,blank,6,0
6,50,5,1061,blank,7,0
6,50,5,1061,blank,8,0
6,50,5,1061,blank,9,0
6,50,5,1061,blank,10,0
6,50,5,1061,blank,11,0
6,50,5,1061,blank,12,0
6,50,5,1061,blank,13,1
6,50,6,1062,blank,1,0
6,50,6,1062,blank,2,0
6,50,6,1062,blank,3,0
6,50,6,1062,blank,4,0
6,50,6,1062,blank,5,0
6,50,6,1062,blank,6,0
6,50,6,1062,blank,7,0
6,50,6,1062,blank,8,0
6,50,6,1062,blank,9,0
6,50,6,1062,blank,10,0
6,50,6,1062,blank,11,0
6,50,6,1062,blank,12,1
6,50,7,1063,blank,1,0
6,50,7,1063,blank,2,0
6,50,7,1063,blank,3,0
6,50,7,1063,blank,4,0
6,50,7,1063,blank,5,0
6,50,7,1063,blank,6,0
6,50,7,1063,blank,7,0
6,50,7,1063,blank,8,0
6,50,7,1063,blank,9,0
6,50,7,1063,blank,10,1
6,50,8,1064,blank,1,0
6,50,8,1064,blank,2,0
6,50,8,1064,blank,3,0
6,50,8,1064,blank,4,0
6,50,8,1064,blank,5,0
6,50,8,1064,blank,6,0
6,50,8,1064,blank,7,0
6,50,8,1064,blank,8,0
6,50,8,1064,blank,9,0
6,50,8,1064,blank,10,0
6,50,8,1064,blank,11,1
6,50,9,1065,blank,1,0
6,50,9,1065,blank,2,0
6,50,9,1065,blank,3,0
6,50,9,1065,blank,4,0
6,50,9,1065,blank,5,0
6,50,9,1065,blank,6,0
6,50,9,1065,blank,7,0
6,50,9,1065,blank,8,0
6,50,9,1065,blank,9,0
6,50,9,1065,blank,10,1
6,50,10,1066,blank,1,0
6,50,10,1066,blank,2,0
6,50,10,1066,blank,3,0
6,50,10,1066,blank,4,0
6,50,10,1066,blank,5,0
6,50,10,1066,blank,6,0
6,50,10,1066,blank,7,0
6,50,10,1066,blank,8,0
6,50,10,1066,blank,9,0
6,50,10,1066,blank,10,1
6,50,11,1067,blank,1,0
6,50,11,1067,blank,2,0
6,50,11,1067,blank,3,0
6,50,11,1067,blank,4,0
6,50,11,1067,blank,5,0
6,50,11,1067,blank,6,0
6,50,11,1067,blank,7,1
6,50,12,1068,blank,1,0
6,50,12,1068,blank,2,0
6,50,12,1068,blank,3,0
6,50,12,1068,blank,4,0
6,50,12,1068,blank,5,0
6,50,12,1068,blank,6,0
6,50,12,1068,blank,7,0
6,50,12,1068,blank,8,0
6,50,12,1068,blank,9,0
6,50,12,1068,blank,10,1
6,50,13,1069,blank,1,0
6,50,13,1069,blank,2,0
6,50,13,1069,blank,3,0
6,50,13,1069,blank,4,0
6,50,13,1069,blank,5,0
6,50,13,1069,blank,6,0
6,50,13,1069,blank,7,0
6,50,13,1069,blank,8,0
6,50,13,1069,blank,9,0
6,50,13,1069,blank,10,0
6,50,13,1069,blank,11,0
6,50,13,1069,blank,12,0
6,50,13,1069,blank,13,1
6,50,14,1070,blank,1,0
6,50,14,1070,blank,2,0
6,50,14,1070,blank,3,0
6,50,14,1070,blank,4,0
6,50,14,1070,blank,5,0
6,50,14,1070,blank,6,0
6,50,14,1070,blank,7,0
6,50,14,1070,blank,8,0
6,50,14,1070,blank,9,0
6,50,14,1070,blank,10,0
6,50,14,1070,blank,11,1
6,50,15,1071,blank,1,0
6,50,15,1071,blank,2,0
6,50,15,1071,blank,3,0
6,50,15,1071,blank,4,0
6,50,15,1071,blank,5,0
6,50,15,1071,blank,6,0
6,50,15,1071,blank,7,0
6,50,15,1071,blank,8,0
6,50,15,1071,blank,9,0
6,50,15,1071,blank,10,1
6,50,16,1072,blank,1,0
6,50,16,1072,blank,2,0
6,50,16,1072,blank,3,0
6,50,16,1072,blank,4,0
6,50,16,1072,blank,5,0
6,50,16,1072,blank,6,0
6,50,16,1072,blank,7,0
6,50,16,1072,blank,8,1
6,50,17,1073,blank,1,0
6,50,17,1073,blank,2,0
6,50,17,1073,blank,3,0
6,50,17,1073,blank,4,0
6,50,17,1073,blank,5,0
6,50,17,1073,blank,6,0
6,50,17,1073,blank,7,0
6,50,17,1073,blank,8,0
6,50,17,1073,blank,9,0
6,50,17,1073,blank,10,0
6,50,17,1073,blank,11,0
6,50,17,1073,blank,12,0
6,50,17,1073,blank,13,0
6,50,17,1073,blank,14,0
6,50,17,1073,blank,15,1
6,50,18,1074,blank,1,0
6,50,18,1074,blank,2,0
6,50,18,1074,blank,3,0
6,50,18,1074,blank,4,0
6,50,18,1074,blank,5,0
6,50,18,1074,blank,6,0
6,50,18,1074,blank,7,0
6,50,18,1074,blank,8,0
6,50,18,1074,blank,9,0
6,50,18,1074,blank,10,1
6,50,19,1075,blank,1,0
6,50,19,1075,blank,2,0
6,50,19,1075,blank,3,0
6,50,19,1075,blank,4,0
6,50,19,1075,blank,5,0
6,50,19,1075,blank,6,0
6,50,19,1075,blank,7,0
6,50,19,1075,blank,8,0
6,50,19,1075,blank,9,0
6,50,19,1075,blank,10,0
6,50,19,1075,blank,11,0
6,50,19,1075,blank,12,1
6,50,20,1076,blank,1,0
6,50,20,1076,blank,2,0
6,50,20,1076,blank,3,0
6,50,20,1076,blank,4,0
6,50,20,1076,blank,5,0
6,50,20,1076,blank,6,0
6,50,20,1076,blank,7,0
6,50,20,1076,blank,8,0
6,50,20,1076,blank,9,0
6,50,20,1076,blank,10,0
6,50,20,1076,blank,11,0
6,50,20,1076,blank,12,1
6,50,21,1077,blank,1,0
6,50,21,1077,blank,2,0
6,50,21,1077,blank,3,0
6,50,21,1077,blank,4,0
6,50,21,1077,blank,5,0
6,50,21,1077,blank,6,0
6,50,21,1077,blank,7,0
6,50,21,1077,blank,8,0
6,50,21,1077,blank,9,0
6,50,21,1077,blank,10,0
6,50,21,1077,blank,11,1
6,50,22,1078,blank,1,0
6,50,22,1078,blank,2,0
6,50,22,1078,blank,3,0
6,50,22,1078,blank,4,0
6,50,22,1078,blank,5,0
6,50,22,1078,blank,6,0
6,50,22,1078,blank,7,0
6,50,22,1078,blank,8,0
6,50,22,1078,blank,9,0
6,50,22,1078,blank,10,0
6,50,22,1078,blank,11,0
6,50,22,1078,blank,12,1
6,51,6,1084,incongruent,1,0
6,51,6,1084,incongruent,2,0
6,51,6,1084,incongruent,3,0
6,51,6,1084,incongruent,4,0
6,51,6,1084,incongruent,5,0
6,51,6,1084,incongruent,6,1
6,51,16,1094,congruent,1,0
6,51,16,1094,congruent,2,0
6,51,16,1094,congruent,3,0
6,51,16,1094,congruent,4,0
6,51,16,1094,congruent,5,0
6,51,16,1094,congruent,6,0
6,51,16,1094,congruent,7,0
6,51,16,1094,congruent,8,0
6,51,16,1094,congruent,9,1
6,51,19,1097,congruent,1,0
6,51,19,1097,congruent,2,0
6,51,19,1097,congruent,3,0
6,51,19,1097,congruent,4,0
6,51,19,1097,congruent,5,0
6,51,19,1097,congruent,6,0
6,51,19,1097,congruent,7,0
6,51,19,1097,congruent,8,0
6,51,19,1097,congruent,9,1
6,51,20,1098,incongruent,1,0
6,51,20,1098,incongruent,2,0
6,51,20,1098,incongruent,3,0
6,51,20,1098,incongruent,4,0
6,51,20,1098,incongruent,5,0
6,51,20,1098,incongruent,6,0
6,51,20,1098,incongruent,7,0
6,51,20,1098,incongruent,8,0
6,51,20,1098,incongruent,9,0
6,51,20,1098,incongruent,10,0
6,51,20,1098,incongruent,11,0
6,51,20,1098,incongruent,12,0
6,51,20,1098,incongruent,13,0
6,51,20,1098,incongruent,14,0
6,51,20,1098,incongruent,15,1
6,52,9,1109,incongruent,1,0
6,52,9,1109,incongruent,2,0
6,52,9,1109,incongruent,3,0
6,52,9,1109,incongruent,4,0
6,52,9,1109,incongruent,5,0
6,52,9,1109,incongruent,6,0
6,52,9,1109,incongruent,7,0
6,52,9,1109,incongruent,8,0
6,52,9,1109,incongruent,9,0
6,52,9,1109,incongruent,10,0
6,52,9,1109,incongruent,11,0
6,52,9,1109,incongruent,12,0
6,52,9,1109,incongruent,13,0
